Species	freq	node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	denominator
Chryseobacterium cucumeris	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	5	0	5	5
Chryseobacterium cucumeris	1	blaB-IND-MUS	NA	NA	NA	NA	0	5	5	5
Chryseobacterium gleum	1	blaCGA	bla-A_Chryseo	blaCGA	BETA-LACTAM	CEPHALOSPORIN	3	1	4	4
Chryseobacterium sp003182335	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	4	0	4	4
Chryseobacterium gleum	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	3	1	4	4
Chryseobacterium sp003182335	1	blaB-IND-MUS	NA	NA	NA	NA	0	4	4	4
Chryseobacterium sp900156935	1	blaCGA	bla-A_Chryseo	blaCGA	BETA-LACTAM	CEPHALOSPORIN	3	0	3	3
Chryseobacterium sp900156935	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	3	0	3	3
Chryseobacterium sp900156935	1	bla-A_Chryseo	NA	NA	NA	NA	0	3	3	3
Chryseobacterium sp900156935	1	blaB-IND-MUS	NA	NA	NA	NA	0	3	3	3
Chryseobacterium culicis_A	1	blaCGA	bla-A_Chryseo	blaCGA	BETA-LACTAM	CEPHALOSPORIN	2	0	2	2
Chryseobacterium sp001677955	1	tet(X5)	tet(X)	tet(X5)	TETRACYCLINE	TIGECYCLINE	2	0	2	2
Chryseobacterium sp001677955	1	floR	cmlA_floR	floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	2	0	2	2
Chryseobacterium candidae	1	blaCIA	bla-A_Chryseo	blaCIA	BETA-LACTAM	CEPHALOSPORIN	2	0	2	2
Chryseobacterium candidae	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium culicis_A	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium indologenes_B	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium joostei	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium oranimense	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium shigense_A	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium ureilyticum	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium indoltheticum	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium piscicola	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium piscium	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium scophthalmum	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium sp001677955	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	2	0	2	2
Chryseobacterium candidae	1	bla-A_Chryseo	NA	NA	NA	NA	0	2	2	2
Chryseobacterium culicis_A	1	bla-A_Chryseo	NA	NA	NA	NA	0	2	2	2
Chryseobacterium indoltheticum	1	bla-B3	NA	NA	NA	NA	0	2	2	2
Chryseobacterium piscicola	1	bla-B3	NA	NA	NA	NA	0	2	2	2
Chryseobacterium piscium	1	bla-B3	NA	NA	NA	NA	0	2	2	2
Chryseobacterium scophthalmum	1	bla-B3	NA	NA	NA	NA	0	2	2	2
Chryseobacterium sp001677955	1	bla-B3	NA	NA	NA	NA	0	2	2	2
Chryseobacterium candidae	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium culicis_A	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium indologenes_B	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium joostei	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium oranimense	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium shigense_A	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium ureilyticum	1	blaB-IND-MUS	NA	NA	NA	NA	0	2	2	2
Chryseobacterium sp001677955	1	cmlA_floR	NA	NA	NA	NA	0	2	2	2
Chryseobacterium sp001677955	1	tet(X)	NA	NA	NA	NA	0	2	2	2
Chryseobacterium sediminis	1	blaCGA	bla-A_Chryseo	blaCGA	BETA-LACTAM	CEPHALOSPORIN	1	0	1	1
Chryseobacterium sp024158915	1	blaCGA	bla-A_Chryseo	blaCGA	BETA-LACTAM	CEPHALOSPORIN	1	0	1	1
Chryseobacterium viscerum	1	blaCGA	bla-A_Chryseo	blaCGA	BETA-LACTAM	CEPHALOSPORIN	1	0	1	1
Chryseobacterium aquifrigidense	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium bernardetii	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium contaminans	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium jejuense	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium paridis	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium pennae	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium sediminis	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium sp024158915	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium viscerum	1	blaIND	blaB-IND-MUS	blaIND	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium balustinum	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium schmidteae	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium sp020991435	1	blaCPS	bla-B3	blaCPS	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium sp918698085	1	blaCHM-1	blaCHM	blaCHM-1	BETA-LACTAM	CARBAPENEM	1	0	1	1
Chryseobacterium sediminis	1	bla-A_Chryseo	NA	NA	NA	NA	0	1	1	1
Chryseobacterium sp024158915	1	bla-A_Chryseo	NA	NA	NA	NA	0	1	1	1
Chryseobacterium viscerum	1	bla-A_Chryseo	NA	NA	NA	NA	0	1	1	1
Chryseobacterium balustinum	1	bla-B3	NA	NA	NA	NA	0	1	1	1
Chryseobacterium schmidteae	1	bla-B3	NA	NA	NA	NA	0	1	1	1
Chryseobacterium sp020991435	1	bla-B3	NA	NA	NA	NA	0	1	1	1
Chryseobacterium aquifrigidense	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium bernardetii	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium contaminans	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium jejuense	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium paridis	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium pennae	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium sediminis	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium sp024158915	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium viscerum	1	blaB-IND-MUS	NA	NA	NA	NA	0	1	1	1
Chryseobacterium sp918698085	1	blaCHM	NA	NA	NA	NA	0	1	1	1
Clostridioides difficile	0.9998478913944556	AMR	NA	NA	NA	NA	0	26293	26293	26297
Clostridioides difficile	0.9985549682473286	cplR	abc-f	cplR	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN	26259	0	26259	26297
Clostridioides difficile	0.9985549682473286	abc-f	NA	NA	NA	NA	0	26259	26259	26297
Clostridioides difficile	0.9982127238848538	nimB-Cd	AMR	nimB-Cd	NITROIMIDAZOLE	NITROIMIDAZOLE	26250	0	26250	26297
Clostridioides difficile	0.997414153705746	blaCDD	bla-D	blaCDD	BETA-LACTAM	BETA-LACTAM	23364	2865	26229	26297
Clostridioides difficile	0.888466364984599	bla-D	NA	NA	NA	NA	0	23364	23364	26297
Clostridioides difficile	0.8377001178841693	vanG	AMR	vanG	GLYCOPEPTIDE	VANCOMYCIN	40	21989	22029	26297
Clostridioides difficile	0.8376240635813971	vanT-G_fam	NA	NA	NA	NA	0	22027	22027	26297
Clostridioides difficile	0.8375480092786249	vanS_ACDEFG	NA	NA	NA	NA	0	22025	22025	26297
Clostridioides difficile	0.8375099821272388	vanR-ABDEGLN	NA	NA	NA	NA	0	22024	22024	26297
Clostridioides difficile	0.8361029775259535	vanG-Cd	vanG	vanG	GLYCOPEPTIDE	VANCOMYCIN	21987	0	21987	26297
Clostridioides difficile	0.8361029775259535	vanT-Cd	vanT-G_fam	vanT-Cd	GLYCOPEPTIDE	VANCOMYCIN	21987	0	21987	26297
Clostridioides difficile	0.8360269232231814	vanS-Cd	vanS_ACDEFG	vanS-Cd	GLYCOPEPTIDE	VANCOMYCIN	21985	0	21985	26297
Clostridioides difficile	0.8104726774917291	vanR-Cd	vanR-ABDEGLN	vanR-Cd	GLYCOPEPTIDE	VANCOMYCIN	21313	0	21313	26297
Clostridioides difficile	0.8010039167965928	vanZ	NA	NA	NA	NA	0	21064	21064	26297
Clostridioides difficile	0.8004335095258014	vanZ1	vanZ	vanZ1	GLYCOPEPTIDE	VANCOMYCIN	21049	0	21049	26297
Clostridioides difficile_F	1	nimB-Cd	AMR	nimB-Cd	NITROIMIDAZOLE	NITROIMIDAZOLE	20	0	20	20
Clostridioides difficile_F	1	gyrB	NA	gyrB_S366A	QUINOLONE	QUINOLONE	20	0	20	20
Clostridioides difficile_F	1	gyrB	NA	gyrB_S416A	QUINOLONE	QUINOLONE	20	0	20	20
Clostridioides difficile_F	1	gyrB	NA	gyrB_V130I	QUINOLONE	QUINOLONE	20	0	20	20
Clostridioides difficile_F	1	AMR	NA	NA	NA	NA	0	20	20	20
Clostridioides difficile_A	1	nimB-Cd	AMR	nimB-Cd	NITROIMIDAZOLE	NITROIMIDAZOLE	19	0	19	19
Clostridioides difficile_A	1	gyrB	NA	gyrB_S366A	QUINOLONE	QUINOLONE	19	0	19	19
Clostridioides difficile_A	1	gyrB	NA	gyrB_S416A	QUINOLONE	QUINOLONE	19	0	19	19
Clostridioides difficile_A	1	AMR	NA	NA	NA	NA	0	19	19	19
Clostridioides difficile_D	1	nimB-Cd	AMR	nimB-Cd	NITROIMIDAZOLE	NITROIMIDAZOLE	13	0	13	13
Clostridioides difficile_D	1	cplR	abc-f	cplR	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN	13	0	13	13
Clostridioides difficile_D	1	AMR	NA	NA	NA	NA	0	13	13	13
Clostridioides difficile_D	1	abc-f	NA	NA	NA	NA	0	13	13	13
Clostridioides difficile_D	0.9230769230769232	gyrB	NA	gyrB_S416A	QUINOLONE	QUINOLONE	12	0	12	13
Clostridioides difficile_E	1	nimB-Cd	AMR	nimB-Cd	NITROIMIDAZOLE	NITROIMIDAZOLE	6	0	6	6
Clostridioides difficile_E	1	cplR	abc-f	cplR	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN	6	0	6	6
Clostridioides difficile_E	1	gyrB	NA	gyrB_S366A	QUINOLONE	QUINOLONE	6	0	6	6
Clostridioides difficile_E	1	gyrB	NA	gyrB_S416A	QUINOLONE	QUINOLONE	6	0	6	6
Clostridioides difficile_E	1	AMR	NA	NA	NA	NA	0	6	6	6
Clostridioides difficile_E	1	abc-f	NA	NA	NA	NA	0	6	6	6
Clostridioides difficile_E	0.8333333333333334	vanR-Cd	vanR-ABDEGLN	vanR-Cd	GLYCOPEPTIDE	VANCOMYCIN	5	0	5	6
Clostridioides difficile_E	0.8333333333333334	vanR-ABDEGLN	NA	NA	NA	NA	0	5	5	6
Edwardsiella piscicida	1	bla-C	bla	ampC	BETA-LACTAM	BETA-LACTAM	19	0	19	19
Edwardsiella piscicida	1	bla	NA	NA	NA	NA	0	19	19	19
Enterobacter hormaechei_A	0.998031496062992	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	945	5139	6084	6096
Enterobacter hormaechei_A	0.9214238845144356	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	5617	0	5617	6096
Enterobacter hormaechei_A	0.9214238845144356	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	5617	0	5617	6096
Enterobacter hormaechei_A	0.9214238845144356	RND-IM	NA	NA	NA	NA	0	5617	5617	6096
Enterobacter hormaechei_A	0.9214238845144356	RND-peri	NA	NA	NA	NA	0	5617	5617	6096
Enterobacter hormaechei_A	0.8485892388451444	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	5123	50	5173	6096
Enterobacter hormaechei_A	0.84251968503937	fosA_gen	NA	NA	NA	NA	0	5136	5136	6096
Enterobacter hormaechei_A	0.8083989501312336	sul	NA	NA	NA	NA	0	4928	4928	6096
Enterobacter kobei	0.9986893840104848	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	203	559	762	763
Enterobacter kobei	0.9593709043250328	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	732	0	732	763
Enterobacter kobei	0.9593709043250328	RND-IM	NA	NA	NA	NA	0	732	732	763
Enterobacter kobei	0.9528178243774574	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	727	0	727	763
Enterobacter kobei	0.9528178243774574	fosA_gen	NA	NA	NA	NA	0	727	727	763
Enterobacter kobei	0.926605504587156	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	707	0	707	763
Enterobacter kobei	0.926605504587156	RND-peri	NA	NA	NA	NA	0	707	707	763
Enterobacter roggenkampii	0.9437984496124032	blaMIR	blaACT	blaMIR	BETA-LACTAM	CEPHALOSPORIN	145	342	487	516
Enterobacter roggenkampii	0.9147286821705426	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	472	0	472	516
Enterobacter roggenkampii	0.9147286821705426	RND-IM	NA	NA	NA	NA	0	472	472	516
Enterobacter roggenkampii	0.9127906976744186	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	471	0	471	516
Enterobacter roggenkampii	0.9127906976744186	RND-peri	NA	NA	NA	NA	0	471	471	516
Enterobacter cloacae	0.9956803455723542	blaCMH	blaACT	blaCMH	BETA-LACTAM	BETA-LACTAM	355	106	461	463
Enterobacter cloacae	0.9438444924406048	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	437	0	437	463
Enterobacter cloacae	0.9438444924406048	RND-peri	NA	NA	NA	NA	0	437	437	463
Enterobacter cloacae	0.9395248380129588	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	435	0	435	463
Enterobacter cloacae	0.9395248380129588	RND-IM	NA	NA	NA	NA	0	435	435	463
Enterobacter cloacae	0.9330453563714904	fosA_gen	NA	NA	NA	NA	0	432	432	463
Enterobacter cloacae	0.91792656587473	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	425	0	425	463
Enterobacter roggenkampii	0.8178294573643411	fosA_gen	NA	NA	NA	NA	0	422	422	516
Enterobacter roggenkampii	0.810077519379845	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	418	0	418	516
Enterobacter cloacae_M	0.9975550122249388	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	15	393	408	409
Enterobacter cloacae_M	0.9877750611246944	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	404	0	404	409
Enterobacter cloacae_M	0.9877750611246944	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	404	0	404	409
Enterobacter cloacae_M	0.9877750611246944	RND-IM	NA	NA	NA	NA	0	404	404	409
Enterobacter cloacae_M	0.9877750611246944	RND-peri	NA	NA	NA	NA	0	404	404	409
Enterobacter cloacae_M	0.8801955990220048	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	360	0	360	409
Enterobacter cloacae_M	0.8801955990220048	fosA_gen	NA	NA	NA	NA	0	360	360	409
Enterobacter bugandensis	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	231	0	231	231
Enterobacter bugandensis	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	231	0	231	231
Enterobacter bugandensis	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	152	79	231	231
Enterobacter bugandensis	1	RND-IM	NA	NA	NA	NA	0	231	231	231
Enterobacter bugandensis	1	RND-peri	NA	NA	NA	NA	0	231	231	231
Enterobacter bugandensis	1	fosA_gen	NA	NA	NA	NA	0	231	231	231
Enterobacter asburiae_B	0.9956709956709956	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	199	31	230	231
Enterobacter bugandensis	0.9913419913419912	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	229	0	229	231
Enterobacter ludwigii	1	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	94	130	224	224
Enterobacter ludwigii	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	196	28	224	224
Enterobacter asburiae_B	0.9567099567099568	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	221	0	221	231
Enterobacter asburiae_B	0.9567099567099568	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	221	0	221	231
Enterobacter asburiae_B	0.9567099567099568	RND-IM	NA	NA	NA	NA	0	221	221	231
Enterobacter asburiae_B	0.9567099567099568	RND-peri	NA	NA	NA	NA	0	221	221	231
Enterobacter asburiae_B	0.9264069264069263	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	214	0	214	231
Enterobacter asburiae_B	0.9264069264069263	fosA_gen	NA	NA	NA	NA	0	214	214	231
Enterobacter ludwigii	0.9508928571428572	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	213	0	213	224
Enterobacter ludwigii	0.9508928571428572	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	213	0	213	224
Enterobacter ludwigii	0.9508928571428572	RND-IM	NA	NA	NA	NA	0	213	213	224
Enterobacter ludwigii	0.9508928571428572	RND-peri	NA	NA	NA	NA	0	213	213	224
Enterobacter asburiae_B	0.8614718614718615	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	199	199	231
Enterobacter ludwigii	0.875	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	196	196	224
Enterobacter hormaechei	1.0444444444444445	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	29	112	141	135
Enterobacter hormaechei	1.0148148148148148	sul	NA	NA	NA	NA	0	137	137	135
Enterobacter hormaechei	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	135	0	135	135
Enterobacter hormaechei	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	135	0	135	135
Enterobacter hormaechei	1	RND-IM	NA	NA	NA	NA	0	135	135	135
Enterobacter hormaechei	1	RND-peri	NA	NA	NA	NA	0	135	135	135
Enterobacter chengduensis	1.025974025974026	sul	NA	NA	NA	NA	0	79	79	77
Enterobacter chengduensis	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	3	74	77	77
Enterobacter chengduensis	1	fosA_gen	NA	NA	NA	NA	0	77	77	77
Enterobacter chengduensis	0.987012987012987	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	76	0	76	77
Enterobacter chengduensis	0.961038961038961	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	74	0	74	77
Enterobacter chengduensis	0.961038961038961	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	74	0	74	77
Enterobacter chengduensis	0.961038961038961	RND-IM	NA	NA	NA	NA	0	74	74	77
Enterobacter chengduensis	0.961038961038961	RND-peri	NA	NA	NA	NA	0	74	74	77
Enterobacter sichuanensis	1	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	61	0	61	61
Enterobacter sichuanensis	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	59	2	61	61
Enterobacter sichuanensis	1	fosA_gen	NA	NA	NA	NA	0	61	61	61
Enterobacter sichuanensis	0.9836065573770492	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	60	0	60	61
Enterobacter sichuanensis	0.9836065573770492	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	60	0	60	61
Enterobacter sichuanensis	0.9836065573770492	RND-IM	NA	NA	NA	NA	0	60	60	61
Enterobacter sichuanensis	0.9836065573770492	RND-peri	NA	NA	NA	NA	0	60	60	61
Enterobacter sichuanensis	0.9672131147540984	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	59	59	61
Enterobacter asburiae	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	20	33	53	53
Enterobacter mori	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	44	0	44	44
Enterobacter mori	1	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	44	0	44	44
Enterobacter mori	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	44	0	44	44
Enterobacter mori	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	44	0	44	44
Enterobacter mori	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	44	44	44
Enterobacter mori	1	RND-IM	NA	NA	NA	NA	0	44	44	44
Enterobacter mori	1	RND-peri	NA	NA	NA	NA	0	44	44	44
Enterobacter mori	1	fosA_gen	NA	NA	NA	NA	0	44	44	44
Enterobacter mori	0.8863636363636364	qnrE	qnr	qnrE	QUINOLONE	QUINOLONE	22	17	39	44
Enterobacter cloacae_I	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	39	0	39	39
Enterobacter cloacae_I	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	39	39	39
Enterobacter cloacae_I	0.97435897435897445	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	38	0	38	39
Enterobacter cloacae_I	0.97435897435897445	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	38	0	38	39
Enterobacter cloacae_I	0.97435897435897445	RND-IM	NA	NA	NA	NA	0	38	38	39
Enterobacter cloacae_I	0.97435897435897445	RND-peri	NA	NA	NA	NA	0	38	38	39
Enterobacter quasihormaechei	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	23	0	23	23
Enterobacter soli	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	23	0	23	23
Enterobacter quasihormaechei	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	23	0	23	23
Enterobacter soli	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	23	0	23	23
Enterobacter quasihormaechei	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	22	1	23	23
Enterobacter quasihormaechei	1	RND-IM	NA	NA	NA	NA	0	23	23	23
Enterobacter soli	1	RND-IM	NA	NA	NA	NA	0	23	23	23
Enterobacter quasihormaechei	1	RND-peri	NA	NA	NA	NA	0	23	23	23
Enterobacter soli	1	RND-peri	NA	NA	NA	NA	0	23	23	23
Enterobacter quasihormaechei	0.9565217391304348	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	22	22	23
Enterobacter quasihormaechei	0.9130434782608696	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	21	0	21	23
Enterobacter quasihormaechei	0.9130434782608696	fosA_gen	NA	NA	NA	NA	0	21	21	23
Enterobacter cloacae_L	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	18	0	18	18
Enterobacter cloacae_L	1	fos_A_A2	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	18	0	18	18
Enterobacter cloacae_L	1	qnrE	qnr	qnrE	QUINOLONE	QUINOLONE	18	0	18	18
Enterobacter cloacae_L	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	18	0	18	18
Enterobacter cloacae_L	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	18	0	18	18
Enterobacter vonholyi	1	blaACT	CMY2-MIR-ACT-EC	blaACT	BETA-LACTAM	CEPHALOSPORIN	15	3	18	18
Enterobacter cloacae_L	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	18	18	18
Enterobacter cloacae_L	1	RND-IM	NA	NA	NA	NA	0	18	18	18
Enterobacter cloacae_L	1	RND-peri	NA	NA	NA	NA	0	18	18	18
Enterobacter cloacae_L	1	fosA_gen	NA	NA	NA	NA	0	18	18	18
Enterobacter cloacae_L	1	qnr	NA	NA	NA	NA	0	18	18	18
Enterobacter vonholyi	0.9444444444444444	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	17	0	17	18
Enterobacter vonholyi	0.9444444444444444	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	17	0	17	18
Enterobacter cancerogenus	1	ampC_Ecan	CMY2-MIR-ACT-EC	ampC	BETA-LACTAM	CEPHALOSPORIN	17	0	17	17
Enterobacter cancerogenus	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	17	17	17
Enterobacter vonholyi	0.9444444444444444	RND-IM	NA	NA	NA	NA	0	17	17	18
Enterobacter vonholyi	0.9444444444444444	RND-peri	NA	NA	NA	NA	0	17	17	18
