Hierarchy node	Class	Subclass	Species	complex	Element type	n	nspp	freq
aac(6')-IIc	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	81	759	0.1067193675889328
aac(6')-IIc	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	2	223	0.008968609865470852
aac(6')-IIc	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	6	509	0.011787819253438114
aac(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter asburiae_B	NA	AMR	3	228	0.013157894736842105
aac(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter hormaechei_A	NA	AMR	7	6055	0.0011560693641618498
aac(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
aac(6')-Ian	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
aac(6')-Ian	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_B	NA	AMR	5	228	0.021929824561403508
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_D	NA	AMR	1	15	0.06666666666666667
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	3	457	0.006564551422319475
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_M	NA	AMR	8	407	0.019656019656019656
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_P	NA	AMR	2	9	0.2222222222222222
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	3	127	0.023622047244094488
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei_A	NA	AMR	200	6055	0.03303055326176713
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	NA	AMR	3	509	0.005893909626719057
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sp013927005	NA	AMR	1	11	0.09090909090909091
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	3	407	0.007371007371007371
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	6	6055	9.90916597853014e-4
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	135	6055	0.022295623451692816
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	5	509	0.009823182711198428
aac(6')-Ib-D181Y	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	3	6055	4.95458298926507e-4
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	3	53	0.05660377358490566
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_B	NA	AMR	3	228	0.013157894736842105
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	8	457	0.0175054704595186
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_I	NA	AMR	2	39	0.05128205128205128
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_M	NA	AMR	5	407	0.012285012285012284
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei_A	NA	AMR	148	6055	0.02444260941370768
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	28	759	0.03689064558629776
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	NA	AMR	14	509	0.0275049115913556
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aac(6')-Ib-W104R	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
aac(6')-Ib-W104R	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-Ib-W104R	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
aac(6')-Ib-W104R	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	23	6055	0.0037985136251032204
aac(6')-Ib-W104R	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	5	457	0.010940919037199124
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	58	6055	0.009578860445912468
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib-cr4	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	21	228	0.09210526315789473
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter asburiae_E	NA	AMR	3	4	0.75
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter bugandensis	NA	AMR	23	230	0.1
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	37	76	0.4868421052631579
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	100	457	0.2188183807439825
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	13	39	0.3333333333333333
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	110	407	0.2702702702702703
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	53	127	0.41732283464566927
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1554	6055	0.2566473988439306
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	159	759	0.20948616600790515
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	5	23	0.21739130434782608
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	32	509	0.06286836935166994
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	6	61	0.09836065573770492
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter_A timonensis	NA	AMR	2	3	0.6666666666666666
aac(6')-Ib-cr7	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
aac(6')-Ib-cr7	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
aac(6')-Ib11	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
aac(6')-Ib11	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
aac(6')-Ib11	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	14	228	0.06140350877192982
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	11	457	0.024070021881838075
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	59	407	0.14496314496314497
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	8	127	0.06299212598425197
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	378	6055	0.06242774566473988
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	23	759	0.030303030303030304
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	11	509	0.021611001964636542
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	6	53	0.11320754716981132
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_B	NA	AMR	9	228	0.039473684210526314
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_D	NA	AMR	1	15	0.06666666666666667
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter bugandensis	NA	AMR	6	230	0.02608695652173913
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter chengduensis	NA	AMR	6	76	0.07894736842105263
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	9	457	0.019693654266958426
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_I	NA	AMR	3	39	0.07692307692307693
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_M	NA	AMR	9	407	0.022113022113022112
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	11	127	0.08661417322834646
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei_A	NA	AMR	393	6055	0.06490503715937242
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	30	759	0.039525691699604744
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	NA	AMR	14	509	0.0275049115913556
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sichuanensis	NA	AMR	2	61	0.03278688524590164
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter_A timonensis	NA	AMR	1	3	0.3333333333333333
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	4	457	0.0087527352297593
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	5	127	0.03937007874015748
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	54	6055	0.008918249380677127
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	7	6055	0.0011560693641618498
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter hormaechei_A	NA	AMR	6	6055	9.90916597853014e-4
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
aacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
aacA32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aacA34	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
aacA56	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
aacA56	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	4	53	0.07547169811320754
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	NA	AMR	22	228	0.09649122807017543
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	NA	AMR	4	4	1
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	NA	AMR	14	230	0.06086956521739131
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	NA	AMR	23	76	0.3026315789473684
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	89	457	0.19474835886214442
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_I	NA	AMR	12	39	0.3076923076923077
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	NA	AMR	35	407	0.085995085995086
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_P	NA	AMR	2	9	0.2222222222222222
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	45	127	0.3543307086614173
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	1582	6055	0.261271676300578
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	38	759	0.05006587615283267
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter mori	NA	AMR	4	44	0.09090909090909091
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	NA	AMR	42	509	0.0825147347740668
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sichuanensis	NA	AMR	2	61	0.03278688524590164
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter soli	NA	AMR	2	23	0.08695652173913043
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sp013927005	NA	AMR	1	11	0.09090909090909091
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter vonholyi	NA	AMR	1	18	0.05555555555555555
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter_A timonensis	NA	AMR	3	3	1
aadA10	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
aadA11	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
aadA11	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
aadA13	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	3	6055	4.95458298926507e-4
aadA15	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
aadA15	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	8	457	0.0175054704595186
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	NA	AMR	4	407	0.009828009828009828
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	23	127	0.18110236220472442
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	139	6055	0.02295623451692816
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	8	759	0.010540184453227932
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	NA	AMR	11	509	0.021611001964636542
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	NA	AMR	19	228	0.08333333333333333
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	NA	AMR	1	4	0.25
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	NA	AMR	2	230	0.008695652173913044
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	NA	AMR	24	76	0.3157894736842105
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	39	457	0.08533916849015317
