#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN29334808	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343039.1	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334807	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343040.1	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334806	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343041.1	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334805	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343042.1	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334796	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001343043.1	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:51Z
SAMN29334795	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001343044.1	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:51Z
SAMN30236598	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383509.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:55Z
SAMN30236597	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383510.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:55Z
SAMN30236596	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383511.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:55Z
SAMN30236595	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383512.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:56Z
SAMN30236594	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383513.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:56Z
SAMN30236593	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383514.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:56Z
SAMN30236623	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383515.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:56Z
SAMN30236622	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383516.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:57Z
SAMN30236621	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383517.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:57Z
SAMN30236619	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383519.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:58Z
SAMN30236592	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383520.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:58Z
SAMN30236618	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383521.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:59Z
SAMN30236617	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383522.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:59Z
SAMN30236616	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383523.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:59Z
SAMN30236615	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383524.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:39:59Z
SAMN30236614	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383525.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:00Z
SAMN30236613	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383526.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:00Z
SAMN30236612	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383527.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:00Z
SAMN30236611	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383528.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:01Z
SAMN30236610	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383529.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:01Z
SAMN30236609	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383530.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:01Z
SAMN30236608	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383532.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:02Z
SAMN30236607	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383533.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:02Z
SAMN30236606	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383534.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:02Z
SAMN30236605	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383535.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:03Z
SAMN30236604	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383536.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:03Z
SAMN30236603	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383537.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:03Z
SAMN30236602	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383538.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:04Z
SAMN30236601	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383539.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:04Z
SAMN30236600	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383540.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:04Z
SAMN30236599	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383541.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:05Z
SAMN30236590	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383542.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:05Z
SAMN30236589	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001383543.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-08-10T12:40:05Z
SAMN30333622	Staphylococcus aureus	Staphylococcus aureus	clinical	Kazakhstan: Almaty	ear discharge	PDT001398906.1	amikacin	susceptible	==		21.0	Scan 500	Interscience	Disk difussion method in Mueller-Hinton Agar	CLSI	2022-08-24T09:56:18Z
SAMN31137438	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440520.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T08:06:18Z
SAMN31137417	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440521.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-10-03T12:38:46Z
SAMN31137403	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440522.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-10-03T12:38:47Z
SAMN31137376	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440523.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-10-03T12:38:47Z
SAMN31137365	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440525.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2022-10-03T12:38:47Z
SAMN31137440	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440557.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T12:09:10Z
SAMN31137439	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440558.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T10:05:52Z
SAMN31137437	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440559.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T12:07:01Z
SAMN31137436	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440560.2	trimethoprim-sulfamethoxazole	susceptible	<=	1.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T18:37:06Z
SAMN31137435	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440561.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T16:02:52Z
SAMN31137434	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440562.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T12:10:10Z
SAMN31137433	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440563.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-06T18:05:09Z
SAMN31137432	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440564.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T22:18:30Z
SAMN31137351	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440565.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:21Z
SAMN31137431	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440566.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-21T08:27:16Z
SAMN31137430	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440567.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T12:04:16Z
SAMN31137429	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440568.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T04:10:04Z
SAMN31137428	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440569.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T10:05:52Z
SAMN31137427	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440570.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T20:08:52Z
SAMN31137424	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440573.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T14:51:28Z
SAMN31137423	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440574.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T14:04:45Z
SAMN31137350	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440576.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T08:06:19Z
SAMN31137421	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440577.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T10:17:30Z
SAMN31137420	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440578.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T10:17:31Z
SAMN31137419	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440579.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T18:06:20Z
SAMN31137418	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440580.2	ceftaroline	susceptible	==	0.25		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T00:17:12Z
SAMN31137416	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440581.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T12:10:10Z
SAMN31137415	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440582.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T14:51:29Z
SAMN31137414	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440583.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:21Z
SAMN31137413	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440584.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T14:51:29Z
SAMN31137412	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440585.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-06T22:13:12Z
SAMN31137411	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440587.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T10:17:31Z
SAMN31137410	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440588.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T10:05:53Z
SAMN31137408	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440590.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:21Z
SAMN31137407	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440591.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T14:04:45Z
SAMN31137406	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440592.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T12:10:11Z
SAMN31137405	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440593.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T14:04:45Z
SAMN31137404	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440594.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T04:10:05Z
SAMN31137402	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440595.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T06:11:48Z
SAMN31137348	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440596.2	trimethoprim-sulfamethoxazole	resistant	>=	16.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T18:37:06Z
SAMN31137401	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440597.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T08:06:19Z
SAMN31137400	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440598.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T06:12:23Z
SAMN31137399	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440599.2	trimethoprim-sulfamethoxazole	resistant	>=	16.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T04:10:05Z
SAMN31137398	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440600.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-06T16:14:21Z
SAMN31137397	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440601.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T09:57:09Z
SAMN31137396	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440602.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-06T22:13:12Z
SAMN31137395	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440603.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T22:18:31Z
SAMN31137394	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440604.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T08:06:19Z
SAMN31137393	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440605.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-06T22:13:12Z
SAMN31137392	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440606.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T16:02:53Z
SAMN31137347	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440607.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T02:04:40Z
SAMN31137391	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440608.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T08:06:19Z
SAMN31137390	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440609.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-21T12:05:01Z
SAMN31137389	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440610.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T04:10:05Z
SAMN31137388	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440611.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T10:05:53Z
SAMN31137386	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440613.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T12:09:11Z
SAMN31137385	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440614.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T09:57:09Z
SAMN31137384	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440615.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-16T18:37:07Z
SAMN31137383	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440616.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-17T19:57:21Z
SAMN31137382	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440617.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-18T10:17:31Z
