Gene symbol	Class	Subclass	Species	Element type	n	nspp	freq
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	AMR	30	759	0.039525691699604744
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter ludwigii	AMR	4	223	0.017937219730941704
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter mori	AMR	2	44	0.045454545454545456
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	AMR	14	509	0.0275049115913556
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sichuanensis	AMR	2	61	0.03278688524590164
aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter_A timonensis	AMR	1	3	0.3333333333333333
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	AMR	4	457	0.0087527352297593
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	AMR	5	127	0.03937007874015748
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	AMR	54	6055	0.008918249380677127
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	AMR	6	23	0.2608695652173913
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	AMR	1	61	0.01639344262295082
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	AMR	7	6055	0.0011560693641618498
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
aacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter hormaechei_A	AMR	4	6055	6.606110652353427e-4
aacA32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aacA34	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
aacA56	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
aacA56	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae	AMR	4	53	0.07547169811320754
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	AMR	22	228	0.09649122807017543
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	AMR	4	4	1
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	AMR	14	230	0.06086956521739131
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	AMR	23	76	0.3026315789473684
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	89	457	0.19474835886214442
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_I	AMR	12	39	0.3076923076923077
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	AMR	35	407	0.085995085995086
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_P	AMR	2	9	0.2222222222222222
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_Q	AMR	1	1	1
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	AMR	45	127	0.3543307086614173
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	1582	6055	0.261271676300578
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	38	759	0.05006587615283267
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	AMR	4	223	0.017937219730941704
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter mori	AMR	4	44	0.09090909090909091
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter quasihormaechei	AMR	6	23	0.2608695652173913
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	42	509	0.0825147347740668
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sichuanensis	AMR	2	61	0.03278688524590164
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter soli	AMR	2	23	0.08695652173913043
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sp013927005	AMR	1	11	0.09090909090909091
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter vonholyi	AMR	1	18	0.05555555555555555
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter_A timonensis	AMR	3	3	1
aadA10	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
aadA11	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	4	6055	6.606110652353427e-4
aadA11	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aadA13	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
aadA15	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
aadA15	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	8	457	0.0175054704595186
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	AMR	4	407	0.009828009828009828
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	AMR	23	127	0.18110236220472442
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	139	6055	0.02295623451692816
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	8	759	0.010540184453227932
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	11	509	0.021611001964636542
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	AMR	19	228	0.08333333333333333
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	AMR	1	4	0.25
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	AMR	2	230	0.008695652173913044
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	AMR	24	76	0.3157894736842105
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	39	457	0.08533916849015317
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	AMR	85	407	0.20884520884520885
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_P	AMR	1	9	0.1111111111111111
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	AMR	21	127	0.16535433070866143
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	1197	6055	0.1976878612716763
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	182	759	0.23978919631093545
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	AMR	18	223	0.08071748878923767
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter mori	AMR	2	44	0.045454545454545456
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter quasihormaechei	AMR	6	23	0.2608695652173913
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	83	509	0.16306483300589392
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sichuanensis	AMR	14	61	0.22950819672131148
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter soli	AMR	10	23	0.43478260869565216
aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sp013927005	AMR	1	11	0.09090909090909091
aadA21	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
aadA21	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	5	6055	8.257638315441783e-4
aadA21	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aadA22	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	AMR	2	76	0.02631578947368421
aadA22	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	17	6055	0.0028075970272502066
aadA22	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
aadA3	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
aadA4	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
aadA4	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	3	457	0.006564551422319475
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	AMR	2	407	0.004914004914004914
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	AMR	6	127	0.047244094488188976
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	32	6055	0.005284888521882742
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	21	759	0.02766798418972332
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	AMR	2	223	0.008968609865470852
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aadA6	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	6	6055	9.90916597853014e-4
aadA7	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
ampC	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cancerogenus	AMR	17	17	1
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	AMR	11	228	0.04824561403508772
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_E	AMR	1	4	0.25
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter bugandensis	AMR	1	230	0.004347826086956522
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	AMR	4	76	0.05263157894736842
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	AMR	29	457	0.06345733041575492
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	AMR	5	39	0.1282051282051282
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	AMR	28	407	0.0687960687960688
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_P	AMR	7	9	0.7777777777777778
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	AMR	14	127	0.11023622047244094
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	AMR	662	6055	0.10933113129644921
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	AMR	126	759	0.16600790513833993
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter ludwigii	AMR	16	223	0.07174887892376682
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter mori	AMR	1	44	0.022727272727272728
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	AMR	6	23	0.2608695652173913
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	AMR	62	509	0.12180746561886051
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	AMR	18	61	0.29508196721311475
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter soli	AMR	11	23	0.4782608695652174
ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
ant(3'')-Ia	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	Enterobacter hormaechei_A	AMR	14	6055	0.0023121387283236996
ant(3'')-Ij/aac(6')-IIa	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/SPECTINOMYCIN/STREPTOMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
aph(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	AMR	7	6055	0.0011560693641618498
aph(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	AMR	49	228	0.2149122807017544
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	AMR	3	4	0.75
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	AMR	31	230	0.13478260869565217
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	AMR	37	76	0.4868421052631579
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	144	457	0.3150984682713348
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_I	AMR	13	39	0.3333333333333333
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_L	AMR	1	18	0.05555555555555555
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	AMR	88	407	0.21621621621621623
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_N	AMR	1	6	0.16666666666666666
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_P	AMR	2	9	0.2222222222222222
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_Q	AMR	1	1	1
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	AMR	46	127	0.36220472440944884
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	2484	6055	0.4102394715111478
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	131	759	0.1725955204216074
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	AMR	14	223	0.06278026905829596
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter mori	AMR	7	44	0.1590909090909091
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter quasihormaechei	AMR	11	23	0.4782608695652174
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	49	509	0.0962671905697446
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sichuanensis	AMR	13	61	0.21311475409836064
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter soli	AMR	2	23	0.08695652173913043
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sp013927005	AMR	1	11	0.09090909090909091
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter_A timonensis	AMR	2	3	0.6666666666666666
aph(3')-IIa	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter cloacae	AMR	1	457	0.002188183807439825
aph(3')-IIa	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aph(3')-IIb	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
aph(3')-IIb	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
aph(3')-IId	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter asburiae_B	AMR	3	228	0.013157894736842105
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter asburiae_D	AMR	1	15	0.06666666666666667
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter cloacae	AMR	12	457	0.0262582056892779
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter cloacae_I	AMR	2	39	0.05128205128205128
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter cloacae_M	AMR	65	407	0.1597051597051597
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter hormaechei	AMR	16	127	0.12598425196850394
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter hormaechei_A	AMR	689	6055	0.11379025598678778
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter kobei	AMR	6	759	0.007905138339920948
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter roggenkampii	AMR	21	509	0.0412573673870334
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Enterobacter sichuanensis	AMR	2	61	0.03278688524590164
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter cloacae	AMR	8	457	0.0175054704595186
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter hormaechei_A	AMR	130	6055	0.021469859620148638
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter kobei	AMR	4	759	0.005270092226613966
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter mori	AMR	1	44	0.022727272727272728
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter soli	AMR	1	23	0.043478260869565216
aph(3')-VIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
aph(3')-VIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter hormaechei_A	AMR	9	6055	0.001486374896779521
aph(3')-VIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aph(3')-VIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
aph(3')-VIb	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter hormaechei_A	AMR	8	6055	0.0013212221304706854
aph(3')-VIb	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
aph(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter cloacae_I	AMR	3	39	0.07692307692307693
aph(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter hormaechei_A	AMR	17	6055	0.0028075970272502066
aph(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aph(4)-Ia	AMINOGLYCOSIDE	HYGROMYCIN	Enterobacter hormaechei_A	AMR	15	6055	0.002477291494632535
aph(4)-Ia	AMINOGLYCOSIDE	HYGROMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
aph(6)-Ic	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	1	457	0.002188183807439825
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	AMR	49	228	0.2149122807017544
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	AMR	3	4	0.75
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	AMR	29	230	0.12608695652173912
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	AMR	37	76	0.4868421052631579
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	AMR	142	457	0.31072210065645517
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_I	AMR	13	39	0.3333333333333333
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_L	AMR	1	18	0.05555555555555555
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	AMR	88	407	0.21621621621621623
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_N	AMR	1	6	0.16666666666666666
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_P	AMR	2	9	0.2222222222222222
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_Q	AMR	1	1	1
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	AMR	46	127	0.36220472440944884
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	AMR	2504	6055	0.4135425268373245
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	AMR	131	759	0.1725955204216074
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	AMR	14	223	0.06278026905829596
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter mori	AMR	6	44	0.13636363636363635
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter quasihormaechei	AMR	11	23	0.4782608695652174
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	AMR	48	509	0.09430255402750491
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sichuanensis	AMR	13	61	0.21311475409836064
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter soli	AMR	2	23	0.08695652173913043
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sp013927005	AMR	1	11	0.09090909090909091
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter_A timonensis	AMR	2	3	0.6666666666666666
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter cloacae_P	AMR	6	9	0.6666666666666666
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter hormaechei_A	AMR	7	6055	0.0011560693641618498
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter kobei	AMR	4	759	0.005270092226613966
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae	AMR	3	457	0.006564551422319475
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei_A	AMR	137	6055	0.022625928984310487
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	AMR	2	759	0.002635046113306983
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter mori	AMR	1	44	0.022727272727272728
armA	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
arr	RIFAMYCIN	RIFAMYCIN	Enterobacter asburiae_B	AMR	7	228	0.03070175438596491
