ERS	Isolate	ERR	BioSample	BioProject	Sequecning Status	Year	CTZ	CTX	AMP	AMX	AMC	TZP	CXM	CET	GEN	TBM	TMP	CIP
ERS356943	11679_6#2	ERR435293	SAMEA2204432	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	I	S	S	S	S
ERS356944	11679_6#3	ERR435294	SAMEA2204433	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356945	11679_5#2	ERR435197	SAMEA2204434	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	R	I	S	S	R	R
ERS356946	11657_7#2	ERR434452	SAMEA2204435	PRJEB4681	Previously sequenced	2010	S	S	R		R	R	S	I	S	S	S	S
ERS356947	11658_3#4	ERR434550	SAMEA2204436	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	R
ERS356948	11657_7#3	ERR434453	SAMEA2204437	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	I	S	S	S	S
ERS356949	11658_3#5	ERR434551	SAMEA2204438	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	S	I	S	S	R	S
ERS356950	11657_6#11	ERR434365	SAMEA2204439	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	R	R	R	R	R	S
ERS356951	11679_6#4	ERR435295	SAMEA2204440	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	R	R
ERS356952	11679_8#1	ERR435484	SAMEA2204441	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	I	S	S	S	S
ERS356953	11657_7#4	ERR434454	SAMEA2204442	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	S
ERS356954	11657_7#5	ERR434455	SAMEA2204443	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	S	I	S	S	R	S
ERS356955	11679_6#5	ERR435296	SAMEA2204444	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	R	R	S	S	S	S
ERS356956	11657_6#12	ERR434366	SAMEA2204445	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	R	S
ERS356957	11657_7#6	ERR434456	SAMEA2204446	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356958	11679_4#4	ERR435103	SAMEA2204447	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	I	S	S	S	R
ERS356959	11657_6#13	ERR434367	SAMEA2204448	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	S
ERS356960	11679_7#2	ERR435389	SAMEA2204449	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356961	11657_7#7	ERR434457	SAMEA2204450	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	I	S	S	R	S
ERS356962	11657_7#8	ERR434458	SAMEA2204451	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	S
ERS356963	11679_4#5	ERR435104	SAMEA2204452	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	I	S	S	R	R
ERS356964	11679_5#3	ERR435198	SAMEA2204453	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356965	11657_6#14	ERR434368	SAMEA2204454	PRJEB4681	Previously sequenced	2010	S	S	R		R	R	S	I	R	I	R	R
ERS356966	11657_7#9	ERR434459	SAMEA2204455	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	R
ERS356967	11657_5#14	ERR434272	SAMEA2204456	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	R	S
ERS356968	11657_7#10	ERR434460	SAMEA2204457	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	I	S	S	S	S
ERS356969	11657_6#15	ERR434369	SAMEA2204458	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	I	S	S	S	S
ERS356970	11657_7#11	ERR434461	SAMEA2204459	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	S
ERS356971	11657_7#12	ERR434462	SAMEA2204460	PRJEB4681	Previously sequenced	2010	I	R	R		R	S	R	R	R	R	R	R
ERS356972	11657_6#16	ERR434370	SAMEA2204461	PRJEB4681	Previously sequenced	2010	S	S	R		R	I	S	I	S	S	S	R
ERS356973	11679_4#6	ERR435105	SAMEA2204462	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	S
ERS356975	11657_7#13	ERR434463	SAMEA2204464	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356976	11679_8#2	ERR435485	SAMEA2204465	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	S	S	S	S	S
ERS356977	11679_4#7	ERR435106	SAMEA2204466	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356978	11658_3#6	ERR434552	SAMEA2204467	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS356979	11679_7#4	ERR435391	SAMEA2204468	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	R	R	S	S	S	S
ERS356980	11657_7#14	ERR434464	SAMEA2204469	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	I	S	S	S	S
ERS356981	11657_7#15	ERR434465	SAMEA2204470	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS356982	11658_3#7	ERR434553	SAMEA2204471	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS356983	11679_8#3	ERR435486	SAMEA2204472	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	R	R	S	S	S	S
ERS356984	11657_5#15	ERR434273	SAMEA2204473	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS356985	11679_7#5	ERR435392	SAMEA2204474	PRJEB4681	Previously sequenced	2011	I	R	R		R	S	R	R	S	R	R	R
ERS356986	11658_3#8	ERR434554	SAMEA2204475	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	I	S	S	S	S
ERS356987	11657_7#16	ERR434466	SAMEA2204476	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	S	S
ERS356988	11679_5#4	ERR435199	SAMEA2204477	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	R	R	R	R
ERS356989	11679_7#6	ERR435393	SAMEA2204478	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS356991	11657_6#17	ERR434371	SAMEA2204480	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS356992	11679_8#4	ERR435487	SAMEA2204481	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS356993	11658_3#9	ERR434555	SAMEA2204482	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	R	S
ERS356995	11657_5#16	ERR434274	SAMEA2204484	PRJEB4681	Previously sequenced	2011	S	S	R		R	I	R	I	R	R	R	R
ERS356996	11658_3#10	ERR434556	SAMEA2204485	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	R	I	S	S	S	S
ERS356997	11679_8#5	ERR435488	SAMEA2204486	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	I	S	S	S	S
ERS356998	11679_4#8	ERR435107	SAMEA2204487	PRJEB4681	Previously sequenced	2011	R	R	R		R	R	R	R	S	R	R	R
ERS356999	11657_6#18	ERR434372	SAMEA2204488	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	S	S
ERS357000	11679_5#5	ERR435200	SAMEA2204489	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	S	S
ERS357001	11679_4#9	ERR435108	SAMEA2204490	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	S	S
ERS357002	11657_7#17	ERR434467	SAMEA2204491	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	S	S
ERS357003	11679_6#7	ERR435298	SAMEA2204492	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	R	R	R	I
ERS357004	11657_6#19	ERR434373	SAMEA2204493	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	S	S
ERS357005	11679_6#8	ERR435299	SAMEA2204494	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	S	I	I	R	S
ERS357006	11679_6#9	ERR435300	SAMEA2204495	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	R	S
ERS357007	11658_3#11	ERR434557	SAMEA2204496	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	S	S	S	S	S
ERS357008	11658_3#12	ERR434558	SAMEA2204497	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357009	11679_8#6	ERR435489	SAMEA2204498	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	R	R	S	R
ERS357010	11679_7#8	ERR435395	SAMEA2204499	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	R	R
ERS357011	11679_4#10	ERR435109	SAMEA2204500	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	R	S
ERS357012	11679_6#10	ERR435301	SAMEA2204501	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	R	S
ERS357013	11679_7#9	ERR435396	SAMEA2204502	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	R	S
ERS357014	11679_6#11	ERR435302	SAMEA2204503	PRJEB4681	Previously sequenced	2011	S	R	R		S	S	R	R	S	S	S	S
ERS357015	11657_7#18	ERR434468	SAMEA2204504	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	I	S	S	S	S
ERS357016	11657_5#17	ERR434275	SAMEA2204505	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357017	11657_5#18	ERR434276	SAMEA2204506	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	I	S	S	S	S
ERS357018	11657_6#20	ERR434374	SAMEA2204507	PRJEB4681	Previously sequenced	2011	R	R	R		R	S	R	R	R	R	R	R
ERS357019	11657_7#19	ERR434469	SAMEA2204508	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	S	S
ERS357020	11791_6#10	ERR439637	SAMEA2204509	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	S	S	S	S	S
ERS357021	11679_4#11	ERR435110	SAMEA2204510	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	R	S
ERS357022	11657_5#19	ERR434277	SAMEA2204511	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357023	11657_6#21	ERR434375	SAMEA2204512	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357024	11658_6#35	ERR434869	SAMEA2204513	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	R	S
ERS357025	11658_6#36	ERR434870	SAMEA2204514	PRJEB4681	Previously sequenced	2010	S	S	R		R	R	S	I	S	S	R	S
ERS357026	11658_3#13	ERR434559	SAMEA2204515	PRJEB4681	Previously sequenced	2010	S	S	R		R	S	R	R	R	R	R	R
ERS357027	11658_4#20	ERR434662	SAMEA2204516	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS357028	11658_6#37	ERR434871	SAMEA2204517	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	I	S	S	S	S
ERS357029	11658_7#27	ERR434957	SAMEA2204518	PRJEB4681	Previously sequenced	2010	S	S	R		R	R	S	I	S	S	S	S
ERS357030	11679_4#12	ERR435111	SAMEA2204519	PRJEB4681	Previously sequenced	2010	S	S	S		S	S	S	S	S	S	S	S
ERS357031	11657_5#20	ERR434278	SAMEA2204520	PRJEB4681	Previously sequenced	2010	S	S	R		S	S	S	I	S	S	S	S
ERS357032	11679_6#12	ERR435303	SAMEA2204521	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	R	S
ERS357033	11658_5#43	ERR434781	SAMEA2204522	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	S	S	S	S	S
ERS357034	11658_6#38	ERR434872	SAMEA2204523	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	S	S
ERS357035	11658_5#44	ERR434782	SAMEA2204524	PRJEB4681	Previously sequenced	2011	I	R	R		R	S	R	R	R	R	S	R
ERS357036	11658_6#39	ERR434873	SAMEA2204525	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	R	R
ERS357037	11658_8#44	ERR435047	SAMEA2204526	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357038	11658_7#28	ERR434958	SAMEA2204527	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357039	11679_8#7	ERR435490	SAMEA2204528	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	R	R
ERS357040	11658_8#45	ERR435048	SAMEA2204529	PRJEB4681	Previously sequenced	2011	S	S	R		R	R	S	R	S	S	R	S
ERS357041	11791_7#23	ERR439687	SAMEA2204530	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	R	S
ERS357042	11658_5#45	ERR434783	SAMEA2204531	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	R	R
ERS357043	11658_5#46	ERR434784	SAMEA2204532	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357044	11658_5#47	ERR434785	SAMEA2204533	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357045	11658_8#46	ERR435049	SAMEA2204534	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	S	S	S	S	S
ERS357046	11658_7#29	ERR434959	SAMEA2204535	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	R	S
ERS357047	11658_8#47	ERR435050	SAMEA2204536	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	S	S
ERS357048	11658_8#48	ERR435051	SAMEA2204537	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357049	11658_8#49	ERR435052	SAMEA2204538	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	I	S	S	S	S
ERS357050	11658_6#40	ERR434874	SAMEA2204539	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357051	11658_6#41	ERR434875	SAMEA2204540	PRJEB4681	Previously sequenced	2011	I	R	R		S	S	R	R	S	S	S	R
ERS357052	11658_8#50	ERR435053	SAMEA2204541	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	S	S	S	R	S
ERS357053	11658_6#42	ERR434876	SAMEA2204542	PRJEB4681	Previously sequenced	2011	S	S	R		R	S	S	I	S	S	S	S
ERS357055	11791_7#24	ERR439688	SAMEA2204544	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357056	11658_8#51	ERR435054	SAMEA2204545	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357057	11791_7#25	ERR439689	SAMEA2204546	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357058	11658_6#43	ERR434877	SAMEA2204547	PRJEB4681	Previously sequenced	2012												
ERS357059	11679_6#13	ERR435304	SAMEA2204548	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357060	11791_7#26	ERR439690	SAMEA2204549	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357061	11658_6#44	ERR434878	SAMEA2204550	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357062	11791_7#27	ERR439691	SAMEA2204551	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	R	R	S	S	S	S
ERS357063	11658_6#45	ERR434879	SAMEA2204552	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357064	11791_7#28	ERR439692	SAMEA2204553	PRJEB4681	Previously sequenced	2012	S	S	R		R	R	S	R	S	S	S	S
ERS357065	11791_7#29	ERR439693	SAMEA2204554	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	R
ERS357066	11791_7#30	ERR439694	SAMEA2204555	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357068	11658_5#49	ERR434787	SAMEA2204557	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357069	11791_7#32	ERR439695	SAMEA2204558	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	R	S
ERS357070	11658_8#52	ERR435055	SAMEA2204559	PRJEB4681	Previously sequenced	2012	S	S	R		R	R	S	I	S	S	S	S
ERS357071	11658_6#47	ERR434881	SAMEA2204560	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	I	S	S	R	S
ERS357072	11658_8#53	ERR435056	SAMEA2204561	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357073	11791_7#33	ERR439696	SAMEA2204562	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357074	11658_7#30	ERR434960	SAMEA2204563	PRJEB4681	Previously sequenced	2012	I	R	R		R	S	R	R	R	R	R	R
ERS357075	11658_5#50	ERR434788	SAMEA2204564	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357076	11658_5#51	ERR434789	SAMEA2204565	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357077	11658_6#48	ERR434882	SAMEA2204566	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357078	11658_4#21	ERR434663	SAMEA2204567	PRJEB4681	Previously sequenced	2012	S	S	R		R	I	S	I	S	S	R	S
ERS357079	11791_7#34	ERR439697	SAMEA2204568	PRJEB4681	Previously sequenced	2012	S	S	R		R	R	S	R	S	S	S	S
ERS357080	11657_5#21	ERR434279	SAMEA2204569	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357081	11791_3#1	ERR439533	SAMEA2204570	PRJEB4681	Previously sequenced	2012	S	S	R		R		S	R	S	S	I	R
ERS357082	11658_4#22	ERR434664	SAMEA2204571	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357083	11658_5#52	ERR434790	SAMEA2204572	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	R	S	S	S	S
ERS357084	11658_6#49	ERR434883	SAMEA2204573	PRJEB4681	Previously sequenced	2012	I	R	R		R	S	R	R	S	S	R	S
ERS357085	11658_7#31	ERR434961	SAMEA2204574	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	R
ERS357086	11658_8#54	ERR435057	SAMEA2204575	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	R	R	R	S
ERS357087	11791_7#35	ERR439698	SAMEA2204576	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	R	R
ERS357088	11658_8#55	ERR435058	SAMEA2204577	PRJEB4681	Previously sequenced	2012	R	R	R		R	S	R	R	S	R	R	R
ERS357089	11658_6#50	ERR434884	SAMEA2204578	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	R	S
ERS357090	11658_4#23	ERR434665	SAMEA2204579	PRJEB4681	Previously sequenced	2012	S	S	R		R		S	I	S	S	S	R
ERS357091	11679_5#6	ERR435201	SAMEA2204580	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	I	S	S	R	S
ERS357092	11791_3#2	ERR439534	SAMEA2204581	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	R	S
ERS357093	11658_5#53	ERR434791	SAMEA2204582	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357094	11658_6#51	ERR434885	SAMEA2204583	PRJEB4681	Previously sequenced	2012	S	S	R		R	R	S	R	S	S	S	S
ERS357095	11658_6#52	ERR434886	SAMEA2204584	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	R	S
ERS357096	11658_5#54	ERR434792	SAMEA2204585	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357097	11658_5#55	ERR434793	SAMEA2204586	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357098	11658_6#53	ERR434887	SAMEA2204587	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	R	R	S	S
ERS357099	11658_5#56	ERR434794	SAMEA2204588	PRJEB4681	Previously sequenced	2011	S	S	S		S	S	S	S	S	S	S	S
ERS357100	11679_8#8	ERR435491	SAMEA2204589	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357101	11658_7#32	ERR434962	SAMEA2204590	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357102	11658_6#54	ERR434888	SAMEA2204591	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	I	S	S	S	S
ERS357103	11658_7#33	ERR434963	SAMEA2204592	PRJEB4681	Previously sequenced	2012	S	R	R		R	S	R	R	S	R	R	R
ERS357104	11658_5#57	ERR434795	SAMEA2204593	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	I	S	S	S	S
ERS357105	11791_7#36	ERR439699	SAMEA2204594	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	S	S
ERS357106	11658_7#34	ERR434964	SAMEA2204595	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	R	S
ERS357107	11658_7#35	ERR434965	SAMEA2204596	PRJEB4681	Previously sequenced	2012	I	R	R		S	S	R	R	S	S	R	R
ERS357108	11658_6#55	ERR434889	SAMEA2204597	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	S	S	S	S	S
ERS357109	11658_6#56	ERR434890	SAMEA2204598	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357110	11658_7#36	ERR434966	SAMEA2204599	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357111	11679_5#7	ERR435202	SAMEA2204600	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357112	11679_4#13	ERR435112	SAMEA2204601	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357113	11679_8#9	ERR435492	SAMEA2204602	PRJEB4681	Previously sequenced	2012	I	S	R		R	S	R	R	S	S	S	S
ERS357114	11679_6#14	ERR435305	SAMEA2204603	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	R	R	R	R
ERS357115	11679_7#10	ERR435397	SAMEA2204604	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357116	11679_5#8	ERR435203	SAMEA2204605	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357117	11657_5#22	ERR434280	SAMEA2204606	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	R	I	S	S	S	R
ERS357118	11657_5#23	ERR434281	SAMEA2204607	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357119	11679_4#14	ERR435113	SAMEA2204608	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357120	11657_7#20	ERR434470	SAMEA2204609	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	R	I	S	S	S	S
ERS357121	11679_4#15	ERR435114	SAMEA2204610	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357122	11679_6#15	ERR435306	SAMEA2204611	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	R	S	S	R	S
ERS357123	11658_4#24	ERR434666	SAMEA2204612	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357124	11679_5#9	ERR435204	SAMEA2204613	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357125	11658_4#25	ERR434667	SAMEA2204614	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	I	S	S	S	S
ERS357126	11657_7#21	ERR434471	SAMEA2204615	PRJEB4681	Previously sequenced	2012	S	S	R		R	R	S	I	S	R	R	R
ERS357127	11791_3#3	ERR439535	SAMEA2204616	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	S	S
ERS357128	11657_6#22	ERR434376	SAMEA2204617	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357129	11657_7#22	ERR434472	SAMEA2204618	PRJEB4681	Previously sequenced	2012	I	R	R		S	S	R	R	S	S	R	R
ERS357130	11658_3#14	ERR434560	SAMEA2204619	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357131	11679_7#11	ERR435398	SAMEA2204620	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	S	S	S	S	S
ERS357132	11679_5#10	ERR435205	SAMEA2204621	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357133	11657_7#23	ERR434473	SAMEA2204622	PRJEB4681	Previously sequenced	2012	I	R	R		R	S	R	R	S	R	R	R
ERS357134	11679_7#12	ERR435399	SAMEA2204623	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	R	S
ERS357135	11657_6#23	ERR434377	SAMEA2204624	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	R	S
ERS357136	11657_6#24	ERR434378	SAMEA2204625	PRJEB4681	Previously sequenced	2012	S	S	R		R	S	S	S	S	S	S	S
ERS357137	11679_8#10	ERR435493	SAMEA2204626	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357138	11679_4#16	ERR435115	SAMEA2204627	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357139	11679_5#11	ERR435206	SAMEA2204628	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	S	S
ERS357140	11679_5#12	ERR435207	SAMEA2204629	PRJEB4681	Previously sequenced	2012	S	S	R		R	R	S	I	S	S	R	S
ERS357141	11657_5#24	ERR434282	SAMEA2204630	PRJEB4681	Previously sequenced	2012	R	R	R		R	S	R	R	R	R	R	R
ERS357142	11679_8#11	ERR435494	SAMEA2204631	PRJEB4681	Previously sequenced	2012	R	R	R		S	S	R	R	S	S	R	R
ERS357143	11791_3#4	ERR439536	SAMEA2204632	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357144	11657_7#24	ERR434474	SAMEA2204633	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	I	S	S	S	S
ERS357145	11679_7#13	ERR435400	SAMEA2204634	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	S	S	S	S	S
ERS357146	11679_5#13	ERR435208	SAMEA2204635	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	S	S
ERS357147	11791_3#5	ERR439537	SAMEA2204636	PRJEB4681	Previously sequenced	2012	S	S	S		S	S	S	S	S	S	S	S
ERS357157	11658_7#39	ERR434969	SAMEA2204646	PRJEB4681	Previously sequenced	2001	S			S	S	S	S		S			S
ERS357158	11679_6#18	ERR435309	SAMEA2204647	PRJEB4681	Previously sequenced	2001	S			S	S	S	S		S			S
